Slide_No,State,District,Latitude,Longitude,MaterialInvolved,Movement Type,History,Year,occurrence
MIZ/LUN/84A16/2025/182,Mizoram,Lunglei,23.061745,92.770105,Debris,Slide,30 May 2025,2025.0,1
MIZ/LUN/84A16/2025/186,Mizoram,Lunglei,23.056424,92.772983,Rock,Slide,June 2025,2025.0,1
MIZ/LUN/84A16/2025/187,Mizoram,Lunglei,23.054573,92.772578,Debris,Slide,July 2024,2024.0,1
MIZ/LUN/84A16/2025/189,Mizoram,Lunglei,23.050965,92.772524,Debris,Slide,July 2025,2025.0,1
MIZ/LUN/84A16/2025/190,Mizoram,Lunglei,23.047367,92.772849,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A16/2025/191,Mizoram,Lunglei,23.046442,92.772974,Debris,Slide,September 2025,2025.0,1
MIZ/LUN/84A16/2025/194,Mizoram,Lunglei,23.044434,92.772583,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A16/2025/195,Mizoram,Lunglei,23.04345,92.772408,Debris,Slide,Septemebr 2025,2025.0,1
MIZ/LUN/84A16/2025/197,Mizoram,Lunglei,23.040669,92.772823,Debris,Slide,July 2024,2024.0,1
MIZ/LUN/84A16/2025/198,Mizoram,Lunglei,23.040051,92.773327,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A16/2025/199,Mizoram,Lunglei,23.038879,92.773703,Debris,Slide,June 2025,2025.0,1
MIZ/AZL/84A11/2025/201,Mizoram,Aizawl,23.502513,92.697754,Debris,Slide,July 2025,2025.0,1
NG/TSG/83J16/2018/002,Nagaland,Tuensang,23.725778,91.645694,Rock,Slide,"2015, 11 May 2018",2015.0,1
NA/PER/83G10/2020/12,Nagaland,Peren,25.5,93.67,Earth,Slide,2017,2017.0,1
NA/PER/83G10/2020/1,Nagaland,Peren,25.51,93.7,Debris,Slide,2018,2018.0,1
NA/PER/83G10/2020/2,Nagaland,Peren,25.51,93.7,Debris,Slide,2019,2019.0,1
NA/PER/83G10/2020/3,Nagaland,Peren,25.51,93.71,Debris,Slide,2019,2019.0,1
NA/PER/83G10/2020/4,Nagaland,Peren,25.51,93.71,Rock,Slide,2019,2019.0,1
NA/PER/83G10/2020/5,Nagaland,Peren,25.51,93.72,Debris,Slide,2019,2019.0,1
NA/PER/83G10/2020/20,Nagaland,Peren,25.51,93.67,Debris,Slide,2019,2019.0,1
NA/PER/83G10/2020/21,Nagaland,Peren,25.51,93.67,Debris,Slide,2019,2019.0,1
NA/PER/83G10/2020/22,Nagaland,Peren,25.51,93.67,Rock,Slide,2019,2019.0,1
NA/PER/83G10/2020/23,Nagaland,Peren,25.51,93.67,Debris,Slide,2019,2019.0,1
NA/PER/83G10/2020/24,Nagaland,Peren,25.51,93.67,Earth,Slide,2019,2019.0,1
NA/PER/83G10/2020/25,Nagaland,Peren,25.51,93.68,Earth,Slide,2019,2019.0,1
NA/PER/83G10/2020/26,Nagaland,Peren,25.51,93.68,Rock,Slide,2019,2019.0,1
NA/PER/83G10/2020/6,Nagaland,Peren,25.52,93.73,Rock,Slide,2019,2019.0,1
NA/PER/83G10/2020/7,Nagaland,Peren,25.52,93.72,Rock,Slide,2019,2019.0,1
NA/PER/83G10/2020/15,Nagaland,Peren,25.53,93.74,Earth,Subsidence,2017,2017.0,1
NL/PHE/83K02/2014/35,Nagaland,Phek,25.53633,94.23894,Debris,Slide,"June to July, 2011",2011.0,1
NA/PER/83G10/2020/17,Nagaland,Peren,25.54,93.74,Earth,Subsidence,2018,2018.0,1
NG/PHE/83K6/2015/250,Nagaland,Phek,25.546,94.27,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/42,Nagaland,Kohima,25.54831,94.19192,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/268,Nagaland,Phek,25.549,94.286,Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/114,Nagaland,Kohima,25.552,94.149,Debris,Slide,2009,2009.0,1
NG/PHE/83K6/2015/261,Nagaland,Phek,25.552,94.36,Rock,Slide,2010,2010.0,1
NG/PHE/83K6/2015/252,Nagaland,Phek,25.552,94.362,Rock,Slide,2010,2010.0,1
NG/PHE/83K6/2015/307,Nagaland,Phek,25.552,94.289,Rock cum Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/116,Nagaland,Kohima,25.553,94.148,Debris,Slide,2009,2009.0,1
NG/KOH/83K2/2015/124,Nagaland,Kohima,25.554,94.148,Debris,Slide,2009,2009.0,1
NL/PHE/83K02/2014/32,Nagaland,Phek,25.55408,94.23669,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/48,Nagaland,Kohima,25.55697,94.15322,Debris,Flow,2014,2014.0,1
NG/PHE/83K6/2015/245,Nagaland,Phek,25.559,94.284,Debris,Fall,2015,2015.0,1
NL/KOH/83K02/2014/36,Nagaland,Kohima,25.56292,94.14544,Debris,Flow,2014,2014.0,1
NG/KOH/83K2/2015/74,Nagaland,Kohima,25.563,94.147,Debris,Slide,2009,2009.0,1
NG/KOH/83K2/2015/195,Nagaland,Kohima,25.563,94.14,Debris,Slide,2015,2015.0,1
NL/KOH/83K02/2014/39,Nagaland,Kohima,25.56544,94.17208,Debris,Slide,2014,2014.0,1
NG/PER/83G14/2015/15,Nagaland,Peren,25.569,93.872,Debris,Slide,2013,2013.0,1
NG/PER/83G14/2015/13,Nagaland,Peren,25.57,93.871,Debris,Slide,2013,2013.0,1
NL/KOH/83K02/2014/38,Nagaland,Kohima,25.57086,94.17047,Debris,Slide,2014,2014.0,1
NG/PER/83G14/2015/11,Nagaland,Peren,25.571,93.871,Debris,Slide,2013,2013.0,1
NL/KOH/83K02/2014/37,Nagaland,Kohima,25.57244,94.17178,Debris,Slide,2014,2014.0,1
NAG/PHEK/83K06/2009/F-6,Nagaland,Phek,25.58194,94.35,Debris,Slide,2nd week of June 2009,2009.0,1
NG/PHE/83K6/2015/286,Nagaland,Phek,25.586,94.288,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/322,Nagaland,Phek,25.594,94.314,Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/316,Nagaland,Phek,25.598,94.31,Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/327,Nagaland,Phek,25.607,94.321,Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/208,Nagaland,Kohima,25.61,94.139,Debris,Slide,2013,2013.0,1
NL/PHE/83K02/2014/04,Nagaland,Phek,25.61275,94.21517,Rock,Slide,2014,2014.0,1
NG/KOH/83G14/2015/1,Nagaland,Kohima,25.615,93.944,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/12,Nagaland,Kohima,25.61597,94.09208,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/295,Nagaland,Phek,25.62,94.332,Debris,Slide,2015,2015.0,1
NL/PHE/83K02/2014/03,Nagaland,Phek,25.62067,94.21483,Rock,Topple,2014,2014.0,1
NL/KOH/83K02/2014/03,Nagaland,Kohima,25.621,94.11806,Rock cum Debris,Flow,12-07-2013,2013.0,1
NG/PHE/83K2/2015/64,Nagaland,Phek,25.621,94.212,Rock,Slide,2014,2014.0,1
NG/PHE/83K6/2015/304,Nagaland,Phek,25.621,94.335,Rock cum Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/293,Nagaland,Phek,25.623,94.354,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/330,Nagaland,Phek,25.623,94.336,Rock cum Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/280,Nagaland,Phek,25.624,94.361,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/279,Nagaland,Phek,25.624,94.348,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/315,Nagaland,Phek,25.625,94.335,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/333,Nagaland,Phek,25.625,94.345,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/253,Nagaland,Phek,25.629,94.273,Rock,Slide,2015,2015.0,1
NG/PHE/83K6/2015/259,Nagaland,Phek,25.629,94.274,Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/269,Nagaland,Phek,25.63,94.259,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/303,Nagaland,Phek,25.631,94.257,Debris,Slide,2013,2013.0,1
NG/KOH/83G14/2015/5,Nagaland,Kohima,25.631,93.999,Rock,Slide,2015,2015.0,1
NG/PHE/83K6/2015/271,Nagaland,Phek,25.632,94.257,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/274,Nagaland,Phek,25.632,94.25,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/264,Nagaland,Phek,25.632,94.25,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/306,Nagaland,Phek,25.634,94.255,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/300,Nagaland,Phek,25.635,94.252,Debris,Slide,2013,2013.0,1
NAG/KOH/83K02/2007/F-1,Nagaland,Kohima,25.63861,94.115,Debris,Slide,11 August 2007 to12 August 2007,2007.0,1
NG/KOH/83K2/2015/91,Nagaland,Kohima,25.644,94.107,Debris,Slide,2014,2014.0,1
NG/KOH/83G14/2015/2,Nagaland,Kohima,25.645,93.992,Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/288,Nagaland,Phek,25.647,94.378,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/298,Nagaland,Phek,25.647,94.361,Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/336,Nagaland,Phek,25.649,94.441,Rock,Slide,2014,2014.0,1
NG/KOH/83K2/2015/50,Nagaland,Kohima,25.651,94.097,Debris,Slide,2009,2009.0,1
NG/PHE/83K6/2015/254,Nagaland,Phek,25.654,94.438,Debris,Slide,2010,2010.0,1
NG/PHE/83K6/2015/257,Nagaland,Phek,25.655,94.438,Debris,Slide,2010,2010.0,1
NG/PHE/83K6/2015/260,Nagaland,Phek,25.657,94.439,Debris,Slide,2012,2012.0,1
NL/KOH/83K02/2014/10,Nagaland,Kohima,25.65778,94.05683,Debris,Slide,"July-August, 2014",2014.0,1
NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,25.66083,94.10278,Debris,Fall,02 August 2008,2008.0,1
NG/PHE/83K6/2015/276,Nagaland,Phek,25.662,94.453,Debris,Slide,2012,2012.0,1
NL/KOH/83K02/2014/40,Nagaland,Kohima,25.66264,94.11353,Debris,Slide,August 2014,2014.0,1
NL/KOH/83K02/2014/01,Nagaland,Kohima,25.663,94.10439,Debris,Slide,August 2014,2014.0,1
NG/KOH/83K2/2015/81,Nagaland,Kohima,25.663,94.097,Debris,Slide,2006,2006.0,1
NG/KOH/83K2/2015/32,Nagaland,Kohima,25.664,94.101,Debris,Slide,2013,2013.0,1
NG/PHE/83K2/2015/210,Nagaland,Phek,25.666,94.244,Rock,Slide,2015,2015.0,1
NG/KOH/83K2/2015/94,Nagaland,Kohima,25.667,94.035,Rock,Fall,2015,2015.0,1
NG/KOH/83K2/2015/155,Nagaland,Kohima,25.667,94.051,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/265,Nagaland,Phek,25.668,94.464,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/09,Nagaland,Kohima,25.66806,94.05525,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/123,Nagaland,Kohima,25.669,94.192,Debris,Slide,2013,2013.0,1
NG/KOH/83K2/2015/149,Nagaland,Kohima,25.669,94.051,Debris,Slide,2013,2013.0,1
NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,25.66917,94.10722,Debris,Slide,16 August 2008,2008.0,1
NL/KOH/83K02/2014/08,Nagaland,Kohima,25.66969,94.06267,Debris,Slide,August 2014,2014.0,1
NG/PHE/83K6/2015/246,Nagaland,Phek,25.67,94.397,Debris,Slide,2015,2015.0,1
NG/PHE/83K6/2015/319,Nagaland,Phek,25.67,94.382,Debris,Slide,2013,2013.0,1
NG/PHE/83K6/2015/310,Nagaland,Phek,25.6702,94.456,Rock cum Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/111,Nagaland,Kohima,25.671,94.14,Debris,Composite,2011,2011.0,1
NL/KOH/83K02/2014/14,Nagaland,Kohima,25.6715,94.06942,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/88,Nagaland,Kohima,25.672,94.101,Debris,Slide,2014,2014.0,1
NAG/KOH/83K02/2008/F-4(B),Nagaland,Kohima,25.67222,94.11083,Debris,Slide,16-08-2008,2008.0,1
NL/KOH/83K02/2014/06,Nagaland,Kohima,25.67286,94.08883,Debris,Slide,"20-23 August, 2014.",2014.0,1
NG/KOH/83K2/2015/162,Nagaland,Kohima,25.673,94.101,Debris,Slide,2010,2010.0,1
NG/PHE/83K6/2015/337,Nagaland,Phek,25.675,94.397,Debris,Slide,2015,2015.0,1
NL/KOH/83K02/2014/47,Nagaland,Kohima,25.67661,94.02364,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/203,Nagaland,Kohima,25.677,94.241,Debris,Slide,2010,2010.0,1
NG/KOH/83K2/2015/180,Nagaland,Kohima,25.677,94.0202,Rock,Slide,2011,2011.0,1
NG/KOH/83K2/2015/95,Nagaland,Kohima,25.678,94.101,Rock,Slide,2014,2014.0,1
NG/PHE/83K6/2015/262,Nagaland,Phek,25.679,94.458,Debris,Slide,2009,2009.0,1
NG/KOH/83K2/2015/48,Nagaland,Kohima,25.679,94.096,Debris,Slide,2013,2013.0,1
NL/KOH/83K02/2014/14,Nagaland,Kohima,25.68044,94.07336,Rock cum Debris,Flow,2014,2014.0,1
NG/PHE/83K6/2015/338,Nagaland,Phek,25.681,94.387,Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/136,Nagaland,Kohima,25.682,94.094,Debris,Slide,2013,2013.0,1
NG/KOH/83K2/2015/150,Nagaland,Kohima,25.682,94.096,Debris,Slide,2011,2011.0,1
NG/KOH/83K2/2015/209,Nagaland,Kohima,25.683,94.099,Debris,Slide,2006,2006.0,1
NG/KOH/83K2/2015/38,Nagaland,Kohima,25.683,94.038,Debris,Slide,2016,2016.0,1
NL/KOH/83K02/2014/29,Nagaland,Kohima,25.68375,94.12436,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/45,Nagaland,Kohima,25.684,94.119,Debris,Slide,2013,2013.0,1
NG/KOH/83K2/2015/84,Nagaland,Kohima,25.685,94.12,Debris,Slide,2013,2013.0,1
NL/KOH/83K02/2014/28,Nagaland,Kohima,25.68525,94.12347,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/87,Nagaland,Kohima,25.686,94.119,Debris,Slide,2015,2015.0,1
NAG/KOH/83K02/2008/F-2,Nagaland,Kohima,25.68667,94.06361,,Slide,02.08.2008,2008.0,1
NG/KOH/83K2/2015/170,Nagaland,Kohima,25.687,94.062,Debris,Slide,2006,2006.0,1
NL/KOH/83K02/2014/27,Nagaland,Kohima,25.68703,94.12442,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/30,Nagaland,Kohima,25.68772,94.14044,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/101,Nagaland,Kohima,25.688,94.137,Rock,Slide,2012,2012.0,1
NG/KOH/83K2/2015/82,Nagaland,Kohima,25.688,94.12,Debris,Slide,2014,2014.0,1
NG/KOH/83G14/2015/24,Nagaland,Kohima,25.688,93.907,Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/163,Nagaland,Kohima,25.688,94.121,Debris,Slide,2011,2011.0,1
NG/KOH/83K2/2015/49,Nagaland,Kohima,25.691,94.121,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/60,Nagaland,Kohima,25.692,94.11,Debris,Slide,2011,2011.0,1
NG/KOH/83K2/2015/55,Nagaland,Kohima,25.693,94.043,Debris,Slide,2012,2012.0,1
NG/KOH/83K2/2015/96,Nagaland,Kohima,25.694,94.107,Debris,Slide,2013,2013.0,1
NG/KOH/83K2/2015/72,Nagaland,Kohima,25.695,94.108,Debris,Slide,2009,2009.0,1
NG/KOH/83K2/2015/218,Nagaland,Kohima,25.695,94.077,Debris,Slide,2006,2006.0,1
NG/PHE/83K6/2015/289,Nagaland,Phek,25.695,94.349,Debris,Slide,2015,2015.0,1
NL/KOH/83K02/2014/26,Nagaland,Kohima,25.69506,94.11203,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/25,Nagaland,Kohima,25.69583,94.10833,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/278,Nagaland,Phek,25.696,94.318,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/283,Nagaland,Phek,25.696,94.32,Debris,Composite,2014,2014.0,1
NG/KOH/83G14/2015/25,Nagaland,Kohima,25.696,93.924,Debris,Slide,2010,2010.0,1
NG/KOH/83K2/2015/143,Nagaland,Kohima,25.696,94.079,Debris,Slide,2012,2012.0,1
NG/KOH/83G14/2015/31,Nagaland,Kohima,25.697,93.916,Debris,Slide,2010,2010.0,1
NG/KOH/83K2/2015/196,Nagaland,Kohima,25.698,94.085,Debris,Slide,2011,2011.0,1
NG/PHE/83K6/2015/339,Nagaland,Phek,25.699,94.427,Rock cum Debris,Composite,2012,2012.0,1
NL/KOH/83K02/2014/31,Nagaland,Kohima,25.70106,94.14167,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/249,Nagaland,Phek,25.703,94.338,Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/215,Nagaland,Kohima,25.703,94.137,Debris,Slide,2014,2014.0,1
NG/PHE/83K6/2015/272,Nagaland,Phek,25.706,94.466,Debris,Slide,2010,2010.0,1
NG/PHE/83K6/2015/317,Nagaland,Phek,25.706,94.468,Debris,Slide,2012,2012.0,1
NG/PHE/83K6/2015/275,Nagaland,Phek,25.707,94.466,Debris,Slide,2010,2010.0,1
NG/PHE/83K6/2015/296,Nagaland,Phek,25.708,94.386,Rock,Fall,2015,2015.0,1
NA/DIM/83G13/2020/20,Nagaland,Dimapur,25.71,93.74,Debris,Slide,2017,2017.0,1
NA/DIM/83G13/2020/21,Nagaland,Dimapur,25.71,93.74,Debris,Slide,2017,2017.0,1
NG/KOH/83K2/2015/36,Nagaland,Kohima,25.711,94.09,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/22,Nagaland,Kohima,25.71281,94.09194,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/109,Nagaland,Kohima,25.713,94.088,Debris,Slide,2011,2011.0,1
NG/KOH/83K2/2015/46,Nagaland,Kohima,25.713,94.088,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/41,Nagaland,Kohima,25.714,94.087,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/201,Nagaland,Kohima,25.716,94.085,Debris,Slide,2010,2010.0,1
NL/KOH/83K02/2014/04,Nagaland,Kohima,25.71611,94.08883,Debris,Flow,03 July 2013,2013.0,1
NG/KOH/83K2/2015/141,Nagaland,Kohima,25.717,94.086,Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/59,Nagaland,Kohima,25.72,94.085,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/76,Nagaland,Kohima,25.721,94.084,Debris,Slide,2009,2009.0,1
NG/KOH/83K2/2015/42,Nagaland,Kohima,25.721,94.039,Debris,Composite,2014,2014.0,1
NL/KOH/83K02/2014/19,Nagaland,Kohima,25.72194,94.0855,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/39,Nagaland,Kohima,25.722,94.082,Rock,Slide,2009,2009.0,1
NG/DIM/83G14/2015/19,Nagaland,Dimapur,25.724,93.777,Rock,Slide,2010,2010.0,1
NG/DIM/83G14/2015/10,Nagaland,Dimapur,25.726,93.773,Debris,Slide,2010,2010.0,1
NL/KOH/83K02/2014/21,Nagaland,Kohima,25.72739,94.10103,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/104,Nagaland,Kohima,25.728,94.098,Debris,Slide,2014,2014.0,1
NL/KOH/83K02/2014/18,Nagaland,Kohima,25.72894,94.0855,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/75,Nagaland,Kohima,25.735,94.02,Debris,Slide,2008,2008.0,1
NL/KOH/83K02/2014/17,Nagaland,Kohima,25.73572,94.08703,Debris,Creep,2014,2014.0,1
NG/PHE/83K2/2015/66,Nagaland,Phek,25.736,94.012,Debris,Slide,2014,2014.0,1
NG/KOH/83K2/2015/54,Nagaland,Kohima,25.738,94.008,Debris,Slide,2009,2009.0,1
NG/DIM/83G14/2015/8,Nagaland,Dimapur,25.74,93.775,Debris,Slide,2013,2013.0,1
NG/DIM/83G14/2015/22,Nagaland,Dimapur,25.743,93.798,Debris,Slide,2010,2010.0,1
NL/KOH/83K02/2014/16,Nagaland,Kohima,25.74467,94.08672,Debris,Slide,2014,2014.0,1
NG/DIM/83G14/2015/20,Nagaland,Dimapur,25.745,93.782,Debris,Slide,2015,2015.0,1
NG/DIM/83G14/2015/23,Nagaland,Dimapur,25.745,93.784,Debris,Slide,2015,2015.0,1
NG/KOH/83K2/2015/200,Nagaland,Kohima,25.746,94.078,Debris,Slide,2011,2011.0,1
NL/KOH/83G14/2014/15,Nagaland,Kohima,25.74697,93.98167,Rock cum Debris,Slide,08 September 2013,2013.0,1
NG/KOH/83K2/2015/217,Nagaland,Kohima,25.748,94.077,Debris,Slide,2013,2013.0,1
NG/KOH/83K2/2015/222,Nagaland,Kohima,25.749,94.078,Debris,Slide,2013,2013.0,1
NA/DIM/83G13/2020/11,Nagaland,Dimapur,25.75,93.97,Debris,Slide,2018,2018.0,1
NAG/KIP/83K13/2016/074,Nagaland,Kiphire,25.751456,94.850217,Debris,Slide,2016,2016.0,1
NAG/KIP/83K13/2016/073,Nagaland,Kiphire,25.755936,94.846033,Debris,Slide,2016,2016.0,1
NAG/ZUN/83K09/2016/049,Nagaland,Kiphire,25.7578,94.7058,Debris,Slide,2016,2016.0,1
NA/DIM/83G13/2020/9,Nagaland,Dimapur,25.76,93.95,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/10,Nagaland,Dimapur,25.76,93.95,Debris,Slide,2019,2019.0,1
NA/DIM/83G13/2020/18,Nagaland,Dimapur,25.76,93.96,Debris,Slide,2017,2017.0,1
NA/DIM/83G13/2020/25,Nagaland,Dimapur,25.76,93.94,Debris,Slide,2018,2018.0,1
NAG/ZUN/83K09/2016/050,Nagaland,Kiphire,25.764292,94.714094,Debris,Slide,2015,2015.0,1
NAG/ZUN/83K09/2016/051,Nagaland,Kiphire,25.767683,94.709381,Debris,Slide,2016,2016.0,1
NL/DIM/83G13/2014/02,Nagaland,Dimapur,25.76939,93.80278,Earth,Slide,16 July 2013,2013.0,1
NA/DIM/83G13/2020/1,Nagaland,Dimapur,25.77,93.9,Rock,Slide,2018,2018.0,1
NA/DIM/83G13/2020/6,Nagaland,Dimapur,25.77,93.81,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/7,Nagaland,Dimapur,25.77,93.94,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/8,Nagaland,Dimapur,25.77,93.94,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/12,Nagaland,Dimapur,25.77,93.82,Earth,Slide,2018,2018.0,1
NA/DIM/83G13/2020/13,Nagaland,Dimapur,25.77,93.91,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/14,Nagaland,Dimapur,25.77,93.91,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/15,Nagaland,Dimapur,25.77,93.9,Rock,Slide,2019,2019.0,1
NA/DIM/83G13/2020/16,Nagaland,Dimapur,25.77,93.9,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/22,Nagaland,Dimapur,25.77,93.93,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/24,Nagaland,Dimapur,25.77,93.93,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/29,Nagaland,Dimapur,25.77,93.91,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/32,Nagaland,Dimapur,25.77,93.9,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/33,Nagaland,Dimapur,25.77,93.91,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/34,Nagaland,Dimapur,25.77,93.82,Earth,Slide,2019,2019.0,1
NA/DIM/83G13/2020/38,Nagaland,Dimapur,25.77,93.81,Rock,Slide,2018,2018.0,1
NA/DIM/83G13/2020/39,Nagaland,Dimapur,25.77,93.81,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/40,Nagaland,Dimapur,25.77,93.81,Debris,Slide,2017,2017.0,1
NA/DIM/83G13/2020/41,Nagaland,Dimapur,25.77,93.9,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/43,Nagaland,Dimapur,25.77,93.98,Debris,Slide,2019,2019.0,1
NA/DIM/83G13/2020/45,Nagaland,Dimapur,25.77,93.82,Debris,Slide,2019,2019.0,1
NA/DIM/83G13/2020/49,Nagaland,Dimapur,25.77,93.82,Earth,Slide,2019,2019.0,1
NA/DIM/83G13/2020/26,Nagaland,Dimapur,25.78,93.93,Debris,Slide,2019,2019.0,1
NA/DIM/83G13/2020/27,Nagaland,Dimapur,25.78,93.93,Debris,Slide,2019,2019.0,1
NA/DIM/83G13/2020/28,Nagaland,Dimapur,25.78,93.93,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/31,Nagaland,Dimapur,25.78,93.8,Rock,Slide,2018,2018.0,1
NA/DIM/83G13/2020/35,Nagaland,Dimapur,25.78,93.92,Debris,Slide,2018,2018.0,1
NA/DIM/83G13/2020/37,Nagaland,Dimapur,25.78,93.8,Rock,Slide,2018,2018.0,1
NL/MON/83G13/2014/13,Nagaland,Dimapur,25.78214,93.80528,Rock cum Debris,Slide,07 Septemebr 2013,2013.0,1
NAG/KIP/83K13/2016/072,Nagaland,Kiphire,25.783939,94.856411,Debris,Slide,2015,2015.0,1
NL/DIM/83G13/2014/01,Nagaland,Dimapur,25.78417,93.80028,Earth,Slide,16 July 2013,2013.0,1
NAG/KIP/83K13/2016/052,Nagaland,Kiphire,25.784961,94.789617,Debris,Slide,2016,2016.0,1
NAG/KIP/83K13/2016/061,Nagaland,Kiphire,25.786061,94.931447,Debris,Slide,2015,2015.0,1
NAG/KIP/83K13/2016/054,Nagaland,Kiphire,25.786311,94.796825,Rock,Fall,2015,2015.0,1
NAG/KIP/83K13/2016/053,Nagaland,Kiphire,25.786425,94.796303,Rock,Fall,2015,2015.0,1
NAG/ZUN/83K09/2016/133,Nagaland,Kiphire,25.786433,94.519583,Rock cum Debris,Slide,2016,2016.0,1
NAG/KIP/83K13/2016/060,Nagaland,Kiphire,25.786594,94.922778,Debris,Slide,2016,2016.0,1
NAG/KIP/83K13/2016/065,Nagaland,Kiphire,25.788378,94.96105,Debris,Slide,2016,2016.0,1
NAG/KIP/83K13/2016/071,Nagaland,Kiphire,25.788847,94.856314,Debris,Slide,2015,2015.0,1
NAG/KIP/83K13/2016/064,Nagaland,Kiphire,25.789856,94.95825,Debris,Slide,2015,2015.0,1
NAG/KIP/83K13/2016/069,Nagaland,Kiphire,25.789861,94.850694,Rock,Fall,2015,2015.0,1
NAG/KIP/83K13/2016/068,Nagaland,Kiphire,25.789933,94.849811,Debris,Slide,2016,2016.0,1
NA/DIM/83G13/2020/5,Nagaland,Dimapur,25.79,93.8,Rock,Slide,2018,2018.0,1
NA/DIM/83G13/2020/23,Nagaland,Dimapur,25.79,93.8,Rock,Slide,2018,2018.0,1
NA/DIM/83G13/2020/30,Nagaland,Dimapur,25.79,93.8,Rock,Slide,2018,2018.0,1
NA/DIM/83G13/2020/46,Nagaland,Dimapur,25.79,93.78,Debris,Slide,2018,2018.0,1
